,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
T1,0.0,-1.0,0.1638181707888736,0.186075743928539,-1.0,0.0739782586922178,-1.0,0.2289943315619272,0.1853304902232924,0.195652022453802,0.1620822836394039,-1.0,0.194717958677123,-1.0,-1.0,0.0365657043284424,0.1666200454849597,-1.0,0.1617555280979376,0.1608899451734881,-1.0,0.1736851574729372,-1.0,0.1736962419172237,0.1617219774551539,0.1597141067452557,0.1693495614362162,-1.0,0.1914209577623657,0.1696812968580258
T2,-1.0,0.0,0.1139433171114843,-1.0,-1.0,-1.0,-1.0,-1.0,0.1241718413182162,0.1344933735487258,0.1623400745972329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1118806744205483,0.1462610399995913,-1.0,-1.0,-1.0,-1.0,-1.0,0.1098392530678665,-1.0,-1.0,-1.0,0.1683489003811356
T3,0.1638181707888736,0.1139433171114843,0.0,0.1628851157813558,-1.0,-1.0,0.1636683172801019,0.205803703414744,-1.0,-1.0,0.1537783516239464,-1.0,-1.0,-1.0,0.1415879022295612,-1.0,0.108183468834284,0.0724626251106067,-1.0,0.1376993170263049,-1.0,-1.0,-1.0,-1.0,-1.0,0.0948996121561526,0.1109129847855405,0.1503152295800336,-1.0,0.1597871774078491
T4,0.186075743928539,-1.0,0.1628851157813558,0.0,0.1725853626055811,-1.0,0.1859258904197674,0.2100284839662433,0.1843974352157746,-1.0,-1.0,0.190341941309634,-1.0,-1.0,0.1990914238727192,-1.0,0.1656869904774419,-1.0,-1.0,0.0344024661251355,-1.0,0.1876387985971452,-1.0,0.1727631869097059,0.1607889224476361,-1.0,0.1684165064286984,-1.0,0.1904879027548479,-1.0
T5,-1.0,-1.0,-1.0,0.1725853626055811,0.0,0.1658543232909023,0.1600720554073207,-1.0,0.1718401089003345,0.1821616411308441,0.1501820897511652,-1.0,-1.0,0.0875225828352976,-1.0,-1.0,-1.0,0.1472728452389169,0.1482651467749797,0.1473995638505302,0.1574713302441976,-1.0,-1.0,-1.0,0.148231596132196,-1.0,0.1558591801132583,-1.0,-1.0,-1.0
T6,0.0739782586922178,-1.0,-1.0,-1.0,0.1658543232909023,0.0,-1.0,-1.0,-1.0,-1.0,0.1677146980142139,-1.0,0.2003503730519329,-1.0,-1.0,-1.0,0.1722524598597697,0.1663956409366848,0.1673879424727475,0.166522359548298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1749819758110261,-1.0,-1.0,0.1753137112328358
T7,-1.0,-1.0,0.1636683172801019,0.1859258904197674,0.1600720554073207,-1.0,0.0,-1.0,0.1851806367145207,0.1955021689450304,0.1619324301306323,0.1762384466766544,-1.0,-1.0,0.1998746253714653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1672304817661178,-1.0,-1.0,-1.0,-1.0,-1.0,0.1912711042535941,-1.0
T8,0.2289943315619272,-1.0,0.205803703414744,0.2100284839662433,-1.0,-1.0,-1.0,0.0,0.2273160228491628,0.2376375550796724,-1.0,-1.0,0.25,-1.0,0.2420100115061073,0.247666494823418,-1.0,-1.0,0.203741060723808,0.1848426852111924,-1.0,0.2305573862305334,-1.0,0.2156817745430941,-1.0,-1.0,0.2113350940620866,-1.0,0.2334064903882361,0.2249633381809028
T9,0.1853304902232924,0.1241718413182162,-1.0,0.1843974352157746,0.1718401089003345,-1.0,0.1851806367145207,0.2273160228491628,0.0,0.1102989391160768,-1.0,0.1895966876043874,0.2063361586613651,-1.0,-1.0,-1.0,-1.0,0.1238389693456179,0.1248312708816807,-1.0,0.1019097817724267,-1.0,-1.0,-1.0,0.124797720238897,0.1227898495289988,-1.0,-1.0,0.1544967005461088,0.1812994968422679
T10,0.195652022453802,0.1344933735487258,-1.0,-1.0,0.1821616411308441,-1.0,0.1955021689450304,0.2376375550796724,0.1102989391160768,0.0,0.1856122032888749,-1.0,0.2166576908918747,-1.0,0.1621379586668027,0.2143241857152928,0.0915884943777442,-1.0,-1.0,-1.0,-1.0,0.1972150771224082,0.1407776102891422,-1.0,0.1351192524694066,-1.0,-1.0,-1.0,0.1648182327766184,0.1916210290727776
T11,0.1620822836394039,0.1623400745972329,0.1537783516239464,-1.0,0.1501820897511652,0.1677146980142139,0.1619324301306323,-1.0,-1.0,0.1856122032888749,0.0,0.1605629014468759,-1.0,0.1489598193201058,-1.0,0.1807544469008947,-1.0,0.1507234073969477,0.1517157089330105,-1.0,-1.0,0.0336420882602265,0.1573405161099624,0.1636564227522965,0.1516821582902268,-1.0,0.1593097422712891,0.1501695298652832,-1.0,0.1596414776930987
T12,-1.0,-1.0,-1.0,0.190341941309634,-1.0,-1.0,0.1762384466766544,-1.0,0.1895966876043874,-1.0,0.1605629014468759,0.0,0.198984156058218,0.163265835866128,-1.0,0.1950604634469169,-1.0,0.1650294239429698,0.1660217254790326,-1.0,-1.0,0.1721657752804092,-1.0,-1.0,-1.0,0.1639803041263507,-1.0,-1.0,-1.0,-1.0
T13,0.194717958677123,-1.0,-1.0,-1.0,-1.0,0.2003503730519329,-1.0,0.25,0.2063361586613651,0.2166576908918747,-1.0,0.198984156058218,0.0,0.0508512504317499,0.2210301473183097,0.2133901219386138,0.1876257139230325,0.1817688949999476,0.1827611965360104,0.1818956136115608,0.1919673800052282,-1.0,0.1883860037129622,0.1947019103552964,0.1827276458932267,0.1807197751833285,-1.0,-1.0,0.2124266262004385,0.1327002909693212
T14,-1.0,-1.0,-1.0,-1.0,0.0875225828352976,-1.0,-1.0,-1.0,-1.0,-1.0,0.1489598193201058,0.163265835866128,0.0508512504317499,0.0,-1.0,-1.0,-1.0,0.1460505748078575,0.1470428763439203,-1.0,0.1562490598131381,-1.0,0.1526676835208721,-1.0,-1.0,0.1450014549912384,0.1546369096821989,-1.0,0.1767083060083484,0.0969819707772311
T15,-1.0,-1.0,0.1415879022295612,0.1990914238727192,-1.0,-1.0,0.1998746253714653,0.2420100115061073,-1.0,0.1621379586668027,-1.0,-1.0,0.2210301473183097,-1.0,0.0,-1.0,0.1331059816979605,-1.0,-1.0,-1.0,0.1374476477801562,0.2015875335488431,-1.0,-1.0,0.1394917088958416,0.1374838381859434,0.1358354976492169,0.186521537671397,-1.0,0.1959934854992125
T16,0.0365657043284424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.247666494823418,-1.0,0.2143241857152928,0.1807544469008947,0.1950604634469169,0.2133901219386138,-1.0,-1.0,0.0,0.1852922087464505,-1.0,-1.0,-1.0,-1.0,0.1923573207344281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
T17,0.1666200454849597,-1.0,0.108183468834284,0.1656869904774419,-1.0,0.1722524598597697,-1.0,-1.0,-1.0,0.0915884943777442,-1.0,-1.0,0.1876257139230325,-1.0,0.1331059816979605,0.1852922087464505,0.0,0.1051285246072853,-1.0,0.140501191722391,0.0831993370340941,0.1681831001535659,0.1117456333202999,-1.0,-1.0,0.1040794047906662,0.0652860333601583,0.1531171042761198,-1.0,0.1625890521039353
T18,-1.0,-1.0,0.0724626251106067,-1.0,0.1472728452389169,0.1663956409366848,-1.0,-1.0,0.1238389693456179,-1.0,0.1507234073969477,0.1650294239429698,0.1817688949999476,0.1460505748078575,-1.0,-1.0,0.1051285246072853,0.0,0.0938860892818357,0.1346443727993061,0.109470190689481,0.162326281230481,0.0760247895966226,0.1122047210395492,-1.0,0.0918446679291538,0.1078580405585417,0.1472602853530349,-1.0,0.1567322331808504
T19,0.1617555280979376,0.1118806744205483,-1.0,-1.0,0.1482651467749797,0.1673879424727475,-1.0,0.203741060723808,0.1248312708816807,-1.0,0.1517157089330105,0.1660217254790326,0.1827611965360104,0.1470428763439203,-1.0,-1.0,-1.0,0.0938860892818357,0.0,-1.0,0.1104624922255438,-1.0,-1.0,-1.0,-1.0,0.024344416580894,-1.0,0.1482525868890977,-1.0,-1.0
T20,0.1608899451734881,0.1462610399995913,0.1376993170263049,0.0344024661251355,0.1473995638505302,0.166522359548298,-1.0,0.1848426852111924,-1.0,-1.0,-1.0,-1.0,0.1818956136115608,-1.0,-1.0,-1.0,0.140501191722391,0.1346443727993061,-1.0,0.0,0.1448428578045867,0.1624529998420943,0.1412614815123208,-1.0,0.1356031236925852,-1.0,0.1432307076736475,-1.0,0.165302103999797,0.1568589517924637
T21,-1.0,-1.0,-1.0,-1.0,0.1574713302441976,-1.0,-1.0,-1.0,0.1019097817724267,-1.0,-1.0,-1.0,0.1919673800052282,0.1562490598131381,0.1374476477801562,-1.0,0.0831993370340941,0.109470190689481,0.1104624922255438,0.1448428578045867,0.0,-1.0,0.1160872994024957,0.1111194108171429,-1.0,0.1084210708728619,0.0859288529853505,-1.0,-1.0,-1.0
T22,0.1736851574729372,-1.0,-1.0,0.1876387985971452,-1.0,-1.0,-1.0,0.2305573862305334,-1.0,0.1972150771224082,0.0336420882602265,0.1721657752804092,-1.0,-1.0,0.2015875335488431,0.1923573207344281,0.1681831001535659,0.162326281230481,-1.0,0.1624529998420943,-1.0,0.0,0.1689433899434957,0.1752592965858298,0.1632850321237601,-1.0,-1.0,-1.0,0.192984012430972,0.1712443515266321
T23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1672304817661178,-1.0,-1.0,0.1407776102891422,0.1573405161099624,-1.0,0.1883860037129622,0.1526676835208721,-1.0,-1.0,0.1117456333202999,0.0760247895966226,-1.0,0.1412614815123208,0.1160872994024957,0.1689433899434957,0.0,-1.0,0.0697697991673878,-1.0,0.1144751492715564,0.1538773940660495,-1.0,-1.0
T24,0.1736962419172237,-1.0,-1.0,0.1727631869097059,-1.0,-1.0,-1.0,0.2156817745430941,-1.0,-1.0,0.1636564227522965,-1.0,0.1947019103552964,-1.0,-1.0,-1.0,-1.0,0.1122047210395492,-1.0,-1.0,0.1111194108171429,0.1752592965858298,-1.0,0.0,-1.0,0.1111556012229301,-1.0,0.1601933007083837,-1.0,-1.0
T25,0.1617219774551539,-1.0,-1.0,0.1607889224476361,0.148231596132196,-1.0,-1.0,-1.0,0.124797720238897,0.1351192524694066,0.1516821582902268,-1.0,0.1827276458932267,-1.0,0.1394917088958416,-1.0,-1.0,-1.0,-1.0,0.1356031236925852,-1.0,0.1632850321237601,0.0697697991673878,-1.0,0.0,0.0928034188224329,0.1088167914518208,0.148219036246314,0.0938104216548641,0.1576909840741295
T26,0.1597141067452557,0.1098392530678665,0.0948996121561526,-1.0,-1.0,-1.0,-1.0,-1.0,0.1227898495289988,-1.0,-1.0,0.1639803041263507,0.1807197751833285,0.1450014549912384,0.1374838381859434,-1.0,0.1040794047906662,0.0918446679291538,0.024344416580894,-1.0,0.1084210708728619,-1.0,-1.0,0.1111556012229301,0.0928034188224329,0.0,0.1068089207419226,0.1462111655364158,0.1225023991296447,0.1556831133642313
T27,0.1693495614362162,-1.0,0.1109129847855405,0.1684165064286984,0.1558591801132583,0.1749819758110261,-1.0,0.2113350940620866,-1.0,-1.0,0.1593097422712891,-1.0,-1.0,0.1546369096821989,0.1358354976492169,-1.0,0.0652860333601583,0.1078580405585417,-1.0,0.1432307076736475,0.0859288529853505,-1.0,0.1144751492715564,-1.0,0.1088167914518208,0.1068089207419226,0.0,-1.0,-1.0,0.1653185680551918
T28,-1.0,-1.0,0.1503152295800336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1501695298652832,-1.0,-1.0,-1.0,0.186521537671397,-1.0,0.1531171042761198,0.1472602853530349,0.1482525868890977,-1.0,-1.0,-1.0,0.1538773940660495,0.1601933007083837,0.148219036246314,0.1462111655364158,-1.0,0.0,0.1779180165535258,0.1019383848552759
T29,0.1914209577623657,-1.0,-1.0,0.1904879027548479,-1.0,-1.0,0.1912711042535941,0.2334064903882361,0.1544967005461088,0.1648182327766184,-1.0,-1.0,0.2124266262004385,0.1767083060083484,-1.0,-1.0,-1.0,-1.0,-1.0,0.165302103999797,-1.0,0.192984012430972,-1.0,-1.0,0.0938104216548641,0.1225023991296447,-1.0,0.1779180165535258,0.0,-1.0
T30,0.1696812968580258,0.1683489003811356,0.1597871774078491,-1.0,-1.0,0.1753137112328358,-1.0,0.2249633381809028,0.1812994968422679,0.1916210290727776,0.1596414776930987,-1.0,0.1327002909693212,0.0969819707772311,0.1959934854992125,-1.0,0.1625890521039353,0.1567322331808504,-1.0,0.1568589517924637,-1.0,0.1712443515266321,-1.0,-1.0,0.1576909840741295,0.1556831133642313,0.1653185680551918,0.1019383848552759,-1.0,0.0
