restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,256.1909928419901,185.89568666552094,0.563057127125253,0.40856194871543067,0,0.02,32,checkpoint
0,500,47.832965317774736,47.832965317774736,0.10512739630280162,0.10512739630280162,500,0.02,32,checkpoint
0,1000,35.2625634819093,35.2625634819093,0.07750013952067977,0.07750013952067977,1000,0.01,32,checkpoint
0,1500,39.10352935047564,35.2625634819093,0.0859418227482981,0.07750013952067977,1000,0.01,32,checkpoint
0,2000,36.558040906503365,35.2625634819093,0.08034734265165575,0.07750013952067977,1000,0.005,32,checkpoint
0,2500,33.72572483072073,33.72572483072073,0.07412247215543018,0.07412247215543018,2500,0.005,32,checkpoint
0,3000,35.08545199867525,33.72572483072073,0.07711088351357198,0.07412247215543018,2500,0.005,32,checkpoint
0,3500,34.33142656796573,33.72572483072073,0.07545368476475985,0.07412247215543018,2500,0.005,32,checkpoint
0,4000,34.79553721033467,33.72572483072073,0.0764737081545817,0.07412247215543018,2500,0.0025,32,checkpoint
0,4500,32.6947960585582,32.6947960585582,0.07185669463419384,0.07185669463419384,4500,0.0025,32,checkpoint
0,5000,32.82142735925936,32.6947960585582,0.07213500518518541,0.07185669463419384,4500,0.0025,32,checkpoint
