restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,265.1077923977304,265.1077923977304,0.5826544887862207,0.5826544887862207,1,0.02,52,checkpoint
0,500,49.03230195193336,49.03230195193336,0.10776330099326013,0.10776330099326013,500,0.02,52,checkpoint
0,1000,40.870166832184154,40.870166832184154,0.08982454248831682,0.08982454248831682,1000,0.01,52,checkpoint
0,1500,41.371078608021016,40.870166832184154,0.09092544749015607,0.08982454248831682,1000,0.01,52,checkpoint
0,2000,41.962318494787766,40.870166832184154,0.09222487581272036,0.08982454248831682,1000,0.005,52,checkpoint
0,2500,37.3838265527047,37.3838265527047,0.08216225615979054,0.08216225615979054,2500,0.005,52,checkpoint
0,3000,38.293382383893686,37.3838265527047,0.0841612799646015,0.08216225615979054,2500,0.005,52,checkpoint
0,3500,37.93562143184782,37.3838265527047,0.0833749921579073,0.08216225615979054,2500,0.005,52,checkpoint
0,4000,38.055356214970104,37.3838265527047,0.08363814552740682,0.08216225615979054,2500,0.0025,52,checkpoint
0,4500,35.97707037744216,35.97707037744216,0.07907048434602673,0.07907048434602673,4500,0.0025,52,checkpoint
0,5000,36.07037069067146,35.97707037744216,0.07927553997949771,0.07907048434602673,4500,0.0025,52,checkpoint
