restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,275.14397347093836,275.14397347093836,0.604712029606458,0.604712029606458,1,0.02,52,checkpoint
0,500,48.186100017380795,48.186100017380795,0.10590351652171603,0.10590351652171603,500,0.02,52,checkpoint
0,1000,36.05084205519045,36.05084205519045,0.07923261990151748,0.07923261990151748,1000,0.01,52,checkpoint
0,1500,39.96926571352364,36.05084205519045,0.08784454002972229,0.07923261990151748,1000,0.01,52,checkpoint
0,2000,33.0220494106302,33.0220494106302,0.07257593277061583,0.07257593277061583,2000,0.005,52,checkpoint
0,2500,31.955004834718277,31.955004834718277,0.07023077985652369,0.07023077985652369,2500,0.005,52,checkpoint
0,3000,32.900448978817494,31.955004834718277,0.07230867907432416,0.07023077985652369,2500,0.005,52,checkpoint
0,3500,32.10794239409125,31.955004834718277,0.07056690636064011,0.07023077985652369,2500,0.005,52,checkpoint
0,4000,33.757375960590466,31.955004834718277,0.07419203507822081,0.07023077985652369,2500,0.0025,52,checkpoint
0,4500,29.225866194840773,29.225866194840773,0.064232672955694,0.064232672955694,4500,0.0025,52,checkpoint
0,5000,29.299885492785066,29.225866194840773,0.06439535273139575,0.064232672955694,4500,0.0025,52,checkpoint
