method,pct_missing,replicate,mask_seed,file,path,success,error_message,n_taxa,n_pairs,n_edges,n_terminal_edges,n_internal_edges,nnls_rnorm,branch_fit_solver,tree_length_ref,tree_length_hat,tree_length_abs_error,tree_length_rel_error,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file,runtime_seconds,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,Delta_init,Delta_final,Delta_reduction_percent,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,max_abs_error_observed,mean_abs_error_observed,__metadata_scope,__metadata_source,edge_BL_MAE,edge_BL_RMSE,edge_BL_Bias,edge_BL_MaxAE,edge_BL_Pearson,edge_BL_Spearman,edge_BL_rel_RMSE,edge_BL_rel_MAE,terminal_BL_MAE,terminal_BL_RMSE,terminal_BL_Bias,terminal_BL_MaxAE,terminal_BL_Pearson,terminal_BL_Spearman,terminal_BL_rel_RMSE,terminal_BL_rel_MAE,internal_BL_MAE,internal_BL_RMSE,internal_BL_Bias,internal_BL_MaxAE,internal_BL_Pearson,internal_BL_Spearman,internal_BL_rel_RMSE,internal_BL_rel_MAE,fit_pat_MAE,fit_pat_RMSE,fit_pat_Bias,fit_pat_MaxAE,fit_pat_Pearson,fit_pat_Spearman,fit_pat_rel_RMSE,fit_pat_rel_MAE,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Bias,input_vs_ML_pat_MaxAE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,input_vs_ML_pat_rel_RMSE,input_vs_ML_pat_rel_MAE
Hyb-Adam-UM,30,1,55,HybAdamUM_completed_p30_rep01_seed55.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep01_seed55.csv,True,,15,105,27,15,12,0.02603068884543575,scipy.optimize.nnls,3.17394,1.4139525168240286,1.7599874831759714,0.5545118947352412,0.3047619047619048,105,32,73,32.0,missing_p30_rep01_seed55.csv,21.87851676599996,0.0163668067773786,0.0074208887265061,0.954740036850074,0.940615835777126,148.00066801834572,33.53860486345177,77.33888278173553,33.53860486345177,0.0147625818145921,0.0737112194801137,0.7174737751819507,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06518472159911005,0.09140584548113302,-0.06518472159911005,0.22323876434727502,0.7043346700541652,0.6282051282051282,0.6252905317870497,0.5545118947352412,0.06447437689553284,0.09040559740636038,-0.06447437689553284,0.2229913451824937,0.8593567600658785,0.932142857142857,0.5207018407702084,0.4374841802712316,0.06607265247858156,0.09264096971788766,-0.06607265247858156,0.22323876434727502,-0.21943750339386825,0.10489510489510491,0.9084520603311147,0.8230702782520463,0.40350263701295236,0.45265594315327196,-0.40350263701295236,0.7144274030803512,0.9496255440986272,0.9640680074642339,0.6631739086467859,0.6372042888544309,0.40350263701295236,0.45266307136154943,-0.40350263701295236,0.7156572921109453,0.9485343586882103,0.9599626788306033,0.6631843519908236,0.6372042888544309
Hyb-Adam-UM,30,2,56,HybAdamUM_completed_p30_rep02_seed56.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep02_seed56.csv,True,,15,105,27,15,12,0.07901367111291802,scipy.optimize.nnls,3.17394,1.443795259690853,1.730144740309147,0.5451094665649467,0.3047619047619048,105,32,73,32.0,missing_p30_rep02_seed56.csv,21.603721935000067,0.0283782649865765,0.0115154985911921,0.9283946556031272,0.9578445747800584,97.01954910226752,32.3715190283443,66.63402445395644,32.3715190283443,0.0144452059263842,0.0711461956666907,0.692506920314698,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.07111234780867888,0.09125224028752463,-0.0640794348262647,0.22191126366595865,0.7150045800626126,0.7568310269828334,0.6242397469855846,0.6049368894290156,0.07484664241409904,0.09624629241347776,-0.06218739904575354,0.22191126366595865,0.9559175477485469,0.9607142857142855,0.5543420215646935,0.5078641094219682,0.06644447955190368,0.08459609654222508,-0.06644447955190368,0.1829400680199076,0.910798685944649,0.9352028352316922,0.8295627564541278,0.8277021463732797,0.4043685363995858,0.4532400791640734,-0.4020742763895823,0.7131860336368707,0.984164946336973,0.9762595894671366,0.6640297104258721,0.6385717019820472,0.4054467441558521,0.45336019623173895,-0.4020742763895823,0.7147709012439706,0.968817158912968,0.9746941737507775,0.6642056906741465,0.6402743887641088
Hyb-Adam-UM,30,3,57,HybAdamUM_completed_p30_rep03_seed57.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep03_seed57.csv,True,,15,105,27,15,12,0.03346471857992588,scipy.optimize.nnls,3.17394,1.4495853937463035,1.7243546062536965,0.5432851932467837,0.3047619047619048,105,32,73,32.0,missing_p30_rep03_seed57.csv,21.71777569099993,0.0232819563131294,0.0124278206862903,0.9190944398697511,0.8929618768328444,124.60684668226774,31.95853595529631,74.35250405077124,31.95853595529631,0.0141674346184985,0.0702385405610907,0.6836721901369713,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06454450802285253,0.09176643069163584,-0.06386498541680356,0.22637,0.6681416575859482,0.5757020757020758,0.6277572287126462,0.5490657405675653,0.06198286302502721,0.09000085880890776,-0.06198286302502721,0.2213706165109604,0.8172682280584896,0.8857142857142855,0.5183707004562182,0.4205782719746896,0.06774656427013419,0.09392673645618763,-0.06621763840652402,0.22637,-0.3087955914536537,-0.2377622377622378,0.9210604931451366,0.8439222796831863,0.40173453986111596,0.4521037586355195,-0.40173453986111596,0.7114504430174198,0.9315642174029279,0.9579618494712835,0.6623649181309845,0.6344121408362625,0.40173453986111585,0.45211740962266683,-0.40173453986111585,0.7147709012439706,0.9296522474883622,0.9495023844080447,0.6623849178209043,0.6344121408362623
Hyb-Adam-UM,30,4,58,HybAdamUM_completed_p30_rep04_seed58.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep04_seed58.csv,True,,15,105,27,15,12,0.027036507702236152,scipy.optimize.nnls,3.17394,1.3981206714378072,1.7758193285621928,0.5594999680404144,0.3047619047619048,105,32,73,32.0,missing_p30_rep04_seed58.csv,21.502903608999983,0.0151954078986294,0.0068222111588626,0.9497746715046408,0.9354838709677415,122.18695842852355,33.37233564404104,72.68748148472567,33.37233564404104,0.0146774429828106,0.073345792624266,0.7139168650172952,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06577108624304419,0.09205043666738928,-0.06577108624304419,0.2240880089570891,0.7032706908367701,0.6782661782661782,0.6297000612161344,0.5594999680404145,0.06553033481559185,0.09248572840587868,-0.06553033481559185,0.22313493993802275,0.8372199219519157,0.907142857142857,0.5326826038154859,0.4446492729375236,0.0660720255273596,0.09150341007591417,-0.0660720255273596,0.2240880089570891,0.003928502049368661,0.1958041958041958,0.8972969698387837,0.8230624682898706,0.4043353780675342,0.4536090200677031,-0.4043353780675342,0.7135674980585395,0.9519848939180434,0.9773688575575368,0.6645702357074257,0.6385193389255106,0.4043353780675342,0.4536166936213965,-0.4043353780675342,0.7163717924257283,0.9507745845225193,0.9709827907941115,0.664581478022197,0.6385193389255106
Hyb-Adam-UM,30,5,59,HybAdamUM_completed_p30_rep05_seed59.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep05_seed59.csv,True,,15,105,27,15,12,0.04203480640958718,scipy.optimize.nnls,3.17394,1.3971645598964375,1.7767754401035625,0.5598012061045774,0.3047619047619048,105,32,73,32.0,missing_p30_rep05_seed59.csv,21.50309881800001,0.0115802161038844,0.005941714992662,0.9734522454214524,0.9615102639296188,129.27582841555537,36.0723528700797,72.0965989449121,36.0723528700797,0.0158845422983708,0.0792798964177575,0.7716769167579471,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06580649778161342,0.08885926464701349,-0.06580649778161342,0.21425792799811066,0.7926704763029582,0.7751488412704374,0.6078698419435978,0.5598012061045774,0.06657525257600864,0.09187496566039267,-0.06657525257600864,0.21425792799811066,0.9160496372781901,0.8357142857142855,0.5291648428032009,0.45173945374853763,0.06484555428861939,0.08493920420951118,-0.06484555428861939,0.18415234737381736,0.7258921275890794,0.5849396010625192,0.832927324724631,0.8077842558090673,0.4041906958894141,0.45334401447540323,-0.4041906958894141,0.7119916937437742,0.9619590614780837,0.982034003732117,0.6641819832231337,0.6382908593668604,0.4041906958894141,0.45338263015033153,-0.4041906958894141,0.7156936933146887,0.9582834205704598,0.9713352685050798,0.6642385579980032,0.6382908593668604
Hyb-Adam-UM,30,6,60,HybAdamUM_completed_p30_rep06_seed60.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep06_seed60.csv,True,,15,105,27,15,12,0.026578938497883325,scipy.optimize.nnls,3.17394,1.3580929660679335,1.8158470339320665,0.5721113297453847,0.3047619047619048,105,32,73,32.0,missing_p30_rep06_seed60.csv,21.700425389999964,0.004755745536723,0.0036527618930544,0.9956434399933742,0.9681085043988268,147.88573299516054,32.13747116557738,78.268714287247,32.13747116557738,0.0142850877801404,0.0706318047595107,0.6875000571981096,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06725359384933578,0.09021245245959315,-0.06725359384933578,0.2214456397908095,0.8168934281825383,0.8369963369963369,0.6171267502133249,0.5721113297453847,0.07088757713256887,0.09516876114168127,-0.07088757713256887,0.2214456397908095,0.9470115235152466,0.9928571428571428,0.548135851451244,0.48100028362436636,0.06271111474529444,0.08360489477709615,-0.06271111474529444,0.18439171940102828,0.7846332856884799,0.7272727272727274,0.8198428745435938,0.7811954375471377,0.40476237464326875,0.4531458516271454,-0.40476237464326875,0.7118941156541265,0.9687058880591,0.9793593199253576,0.6638916602248047,0.6391936444304223,0.40476237464326864,0.4531532752244224,-0.40476237464326864,0.7142149355381631,0.9675521978449199,0.976477296288617,0.66390253633523,0.6391936444304221
Hyb-Adam-UM,30,7,61,HybAdamUM_completed_p30_rep07_seed61.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep07_seed61.csv,True,,15,105,27,15,12,0.0333646185669905,scipy.optimize.nnls,3.17394,1.4121361081074848,1.7618038918925152,0.5550841830319777,0.3047619047619048,105,32,73,32.0,missing_p30_rep07_seed61.csv,21.474734685000044,0.0156229597616548,0.0076732657897864,0.9796626940315404,0.9893695014662756,87.57694222890107,32.39147397646265,63.01369612585856,32.39147397646265,0.0144517958483911,0.0711900526955223,0.6929338060488638,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06985927518255948,0.09066407898592155,-0.06525199599601908,0.22311076984013317,0.7589716213248452,0.7655677655677656,0.6202162439905615,0.5942772799514503,0.07336345932098091,0.09529906742367857,-0.0650703567852082,0.22311076984013317,0.977696359816813,0.9928571428571428,0.5488863660526235,0.4978001247674707,0.06547904500953268,0.08451363160191173,-0.06547904500953268,0.18345781398564226,0.8658133997598835,0.8881118881118882,0.8287540921540791,0.8156756808445798,0.40466816649841675,0.45325798460328515,-0.4034834375647349,0.7136852634516274,0.9816637097594729,0.981422351233672,0.6640559431977769,0.6390448725800346,0.4049201766279628,0.4532847802441733,-0.4034834375647349,0.7152389328631458,0.9789919863777686,0.9768090400165871,0.6640952007623164,0.6394428425575551
Hyb-Adam-UM,30,8,62,HybAdamUM_completed_p30_rep08_seed62.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep08_seed62.csv,True,,15,105,27,15,12,0.036823275543166854,scipy.optimize.nnls,3.17394,1.3846200833621651,1.7893199166378349,0.5637535418558116,0.3047619047619048,105,32,73,32.0,missing_p30_rep08_seed62.csv,21.926042354999936,0.0097792875314391,0.0054128529278566,0.9717930782879954,0.9039589442815248,146.8533954087281,36.4806487334859,75.15845743167766,36.4806487334859,0.0159307971097592,0.0801772499637052,0.7804113759193194,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.0662711080236235,0.08846347864502963,-0.0662711080236235,0.20897558514050416,0.8146112142199508,0.7757594350800242,0.6051623428952416,0.5637535418558116,0.0678989531397369,0.09117608214528249,-0.0678989531397369,0.20897558514050416,0.9518790229292098,0.9642857142857141,0.5251395396887697,0.46072128628312,0.06423630162848178,0.08495100604024655,-0.06423630162848178,0.18388302373855758,0.6945926971878231,0.5429080129622185,0.833043055350939,0.8001947654875183,0.4043908863307655,0.4529895104728119,-0.4043908863307655,0.7107430829698077,0.966295995031457,0.9819821687746215,0.6636626090525624,0.6386069966014546,0.4043908863307655,0.45306757368015155,-0.4043908863307655,0.7147709012439706,0.961928572811587,0.9623678208583869,0.6637769773340707,0.6386069966014546
Hyb-Adam-UM,30,9,63,HybAdamUM_completed_p30_rep09_seed63.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep09_seed63.csv,True,,15,105,27,15,12,0.043134511136419924,scipy.optimize.nnls,3.17394,1.4173821339840487,1.7565578660159513,0.5534313396018675,0.3047619047619048,105,32,73,32.0,missing_p30_rep09_seed63.csv,21.83947251699999,0.0173509805182748,0.0082483138158323,0.9727725031237212,0.9732404692082112,135.39952772609956,33.56531573003354,75.21016779472599,33.56531573003354,0.0147699136172677,0.0737699246813923,0.7180451867347815,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06976396422596146,0.09058690283954675,-0.06505769874133152,0.2225810020153165,0.7512640570087098,0.742211500732259,0.6196882962061069,0.5934664908917495,0.07266190895807727,0.0948161867181029,-0.06419063108574338,0.2225810020153165,0.9680575422945685,0.9357142857142854,0.546105156929747,0.4930398277283666,0.0661415333108167,0.08500490629331725,-0.0661415333108167,0.1846230970465019,0.8516771188939215,0.8873459471570384,0.8335716097918473,0.8239283301634991,0.40455297471970486,0.4531915080780254,-0.4033427921665143,0.7131454246694637,0.9790408930971591,0.9828944640265395,0.6639585502489898,0.6388629637430085,0.40498304329240586,0.4532474675295525,-0.4033427921665143,0.7147709012439706,0.9741982680404233,0.9759278457391665,0.6640405349191487,0.6395421204916615
Hyb-Adam-UM,30,10,64,HybAdamUM_completed_p30_rep10_seed64.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep10_seed64.csv,True,,15,105,27,15,12,0.061583297214724435,scipy.optimize.nnls,3.17394,1.4973596157357607,1.6765803842642393,0.5282331689522295,0.3047619047619048,105,32,73,32.0,missing_p30_rep10_seed64.csv,21.68857567400005,0.0342560743515343,0.0188326116744519,0.9265898941152944,0.9490469208211144,82.12446666399697,27.912130422338915,66.01240585642003,27.912130422338915,0.0124780965183015,0.061345341587558,0.5971095598347257,0.0,0.0,method_specific,hyb_adam_um_outputs/tables/hyb_adam_um_all_masks_detailed.csv,0.06931935573812757,0.09330561561552697,-0.06209556978756443,0.2258468011903471,0.6052185533098882,0.6341016712558875,0.6382865089190981,0.5896843056042157,0.06875705984400655,0.09363064456889288,-0.055754245132992875,0.22213100261363855,0.7697419975323998,0.8428571428571429,0.5392768852616822,0.46654388009757325,0.07002222560577885,0.0928977302421869,-0.07002222560577885,0.2258468011903471,0.26800943453096854,0.39579745461116567,0.9109698948056636,0.8722703047506474,0.40304739863217726,0.4531817432502455,-0.4004322169521393,0.713636420638229,0.9693711603875423,0.9702778353721749,0.6639442440654435,0.6364853843862261,0.40405396594481713,0.4532944578158016,-0.4004322169521393,0.7147709012439706,0.9576175263302809,0.9654468173336097,0.6641093791092486,0.6380749378359455
