restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,1578.223944163272,1578.223944163272,0.3887251093998207,0.3887251093998207,1,0.02,218,checkpoint
0,500,961.1757200676857,961.1757200676857,0.23674278819401126,0.23674278819401126,500,0.02,218,checkpoint
0,1000,937.051333307493,937.051333307493,0.23080082101169777,0.23080082101169777,1000,0.01,218,checkpoint
0,1500,939.1862855971738,937.051333307493,0.23132667132935314,0.23080082101169777,1000,0.01,218,checkpoint
0,2000,942.6970279836016,937.051333307493,0.23219138620285754,0.23080082101169777,1000,0.005,218,checkpoint
0,2500,929.480244705082,929.480244705082,0.22893602086332068,0.22893602086332068,2500,0.005,218,checkpoint
0,3000,930.3123058368549,929.480244705082,0.22914096202878198,0.22893602086332068,2500,0.005,218,checkpoint
0,3500,929.4096325330604,929.4096325330604,0.22891862870272423,0.22891862870272423,3500,0.005,218,checkpoint
0,4000,930.8408459020603,929.4096325330604,0.2292711443108523,0.22891862870272423,3500,0.0025,218,checkpoint
0,4500,925.0838196025628,925.0838196025628,0.22785315753757704,0.22785315753757704,4500,0.0025,218,checkpoint
0,5000,925.6024046911069,925.0838196025628,0.22798088785495244,0.22785315753757704,4500,0.0025,218,checkpoint
