,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
T1,0.0,-1.0,0.1544,0.153,-1.0,0.143,0.1449,0.1369,0.1408,-1.0,-1.0,0.1556,0.1472,0.1437,0.1456
T2,-1.0,0.0,-1.0,-1.0,-1.0,0.1585,0.1584,0.1563,0.1596,0.1559,-1.0,0.17,0.1621,-1.0,-1.0
T3,0.1544,-1.0,0.0,-1.0,0.1584,0.1534,0.1543,-1.0,0.1525,-1.0,-1.0,0.166,0.1598,0.1561,0.1557
T4,0.153,-1.0,-1.0,0.0,-1.0,0.1559,0.1548,0.1525,0.1556,-1.0,0.1548,-1.0,0.1581,-1.0,-1.0
T5,-1.0,-1.0,0.1584,-1.0,0.0,0.1266,0.1289,0.1253,0.1256,-1.0,0.0359,0.0603,0.0491,0.0434,0.0557
T6,0.143,0.1585,0.1534,0.1559,0.1266,0.0,0.1257,-1.0,0.0559,0.1247,0.1233,-1.0,-1.0,-1.0,-1.0
T7,0.1449,0.1584,0.1543,0.1548,0.1289,0.1257,0.0,0.1268,0.1228,-1.0,0.1261,0.1413,-1.0,0.1287,0.1274
T8,0.1369,0.1563,-1.0,0.1525,0.1253,-1.0,0.1268,0.0,-1.0,0.122,0.1221,0.1362,0.1278,0.1257,-1.0
T9,0.1408,0.1596,0.1525,0.1556,0.1256,0.0559,0.1228,-1.0,0.0,0.1224,0.1223,0.1372,0.1263,0.1242,0.1227
T10,-1.0,0.1559,-1.0,-1.0,-1.0,0.1247,-1.0,0.122,0.1224,0.0,0.1275,0.1424,-1.0,0.1298,0.1279
T11,-1.0,-1.0,-1.0,0.1548,0.0359,0.1233,0.1261,0.1221,0.1223,0.1275,0.0,0.0414,0.0467,0.0414,-1.0
T12,0.1556,0.17,0.166,-1.0,0.0603,-1.0,0.1413,0.1362,0.1372,0.1424,0.0414,0.0,0.0655,-1.0,0.0782
T13,0.1472,0.1621,0.1598,0.1581,0.0491,-1.0,-1.0,0.1278,0.1263,-1.0,0.0467,0.0655,0.0,0.0453,0.0616
T14,0.1437,-1.0,0.1561,-1.0,0.0434,-1.0,0.1287,0.1257,0.1242,0.1298,0.0414,-1.0,0.0453,0.0,0.0583
T15,0.1456,-1.0,0.1557,-1.0,0.0557,-1.0,0.1274,-1.0,0.1227,0.1279,-1.0,0.0782,0.0616,0.0583,0.0
