,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
T1,0.0,-1.0,0.1638181707888736,0.186075743928539,-1.0,-1.0,0.038428982232581,-1.0,-1.0,0.195652022453802,-1.0,0.1763883001854261,-1.0,-1.0,-1.0,-1.0,0.1666200454849597,0.1607632265618749,-1.0,0.1608899451734881,0.1709617115671554,0.1736851574729372,0.1673803352748895,0.1736962419172237,0.1617219774551539,-1.0,-1.0,-1.0,-1.0,0.1696812968580258
T2,-1.0,0.0,-1.0,0.1714468387546422,-1.0,0.1780123081369699,0.1722300402533884,0.2143654263880304,0.1241718413182162,0.1344933735487258,0.1623400745972329,0.176646091143255,0.1933855622002328,-1.0,-1.0,0.1910520570236508,-1.0,-1.0,-1.0,-1.0,0.1098030626620793,0.1739429484307662,-1.0,0.1065462759152903,-1.0,-1.0,-1.0,-1.0,-1.0,0.1683489003811356
T3,0.1638181707888736,-1.0,0.0,0.1628851157813558,-1.0,-1.0,-1.0,-1.0,-1.0,0.1372154458031263,-1.0,0.1680843681699686,-1.0,0.1491055190348562,-1.0,-1.0,0.108183468834284,-1.0,0.0969410335088345,-1.0,0.1125251349164797,0.1653812254574798,0.0434633358612801,0.1152596652665479,0.0662076346813719,-1.0,0.1109129847855405,-1.0,-1.0,0.1597871774078491
T4,0.186075743928539,0.1714468387546422,0.1628851157813558,0.0,0.1725853626055811,-1.0,-1.0,-1.0,-1.0,0.1947189674462842,0.1760359247636119,0.190341941309634,0.2070814123666118,-1.0,0.1990914238727192,0.2047479071900298,-1.0,-1.0,0.1608224730904198,-1.0,0.1700286565596377,-1.0,0.1664472802673717,-1.0,-1.0,0.158781051737738,-1.0,0.1725728027196991,-1.0,0.1820447505475146
T5,-1.0,-1.0,-1.0,0.1725853626055811,0.0,0.1658543232909023,0.1600720554073207,0.2155039502389693,0.1718401089003345,-1.0,-1.0,0.1644881062971873,0.1232409030273877,-1.0,0.186534097557279,-1.0,0.1531296641620018,0.1472728452389169,-1.0,0.1473995638505302,0.1574713302441976,0.1617849635846986,0.1538899539519316,0.1602058605942657,0.148231596132196,-1.0,0.1558591801132583,-1.0,-1.0,0.0522017592946794
T6,-1.0,0.1780123081369699,-1.0,-1.0,0.1658543232909023,0.0,-1.0,-1.0,-1.0,0.2012844368286119,-1.0,-1.0,-1.0,-1.0,0.2056568932550468,-1.0,-1.0,0.1663956409366848,-1.0,0.166522359548298,-1.0,0.1793175718477472,-1.0,-1.0,-1.0,0.1653465211200656,0.1749819758110261,0.1658417634050203,0.1970533721371757,-1.0
T7,0.038428982232581,0.1722300402533884,-1.0,-1.0,0.1600720554073207,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.1762384466766544,-1.0,-1.0,-1.0,-1.0,-1.0,0.1606133730531032,0.161605674589166,0.1607400916647165,-1.0,-1.0,-1.0,0.173546388408452,-1.0,0.1595642532364841,0.1691997079274446,-1.0,0.1912711042535941,0.1695314433492542
T8,-1.0,0.2143654263880304,-1.0,-1.0,0.2155039502389693,-1.0,-1.0,0.0,0.2273160228491628,-1.0,0.2189545123970001,0.2332605289430222,-1.0,0.2142816798079098,-1.0,-1.0,-1.0,0.2027487591877453,0.203741060723808,0.1848426852111924,0.2129472441930259,-1.0,0.2093658679007599,0.2156817745430941,0.2037075100810244,0.2016996393711261,0.2113350940620866,0.2154913903530873,0.2334064903882361,-1.0
T9,-1.0,0.1241718413182162,-1.0,-1.0,0.1718401089003345,-1.0,-1.0,0.2273160228491628,0.0,-1.0,0.1752906710583652,-1.0,0.2063361586613651,0.170617838469275,-1.0,-1.0,0.0717104381493323,0.1238389693456179,0.1248312708816807,0.1592116364607237,0.1019097817724267,0.1868935448918986,-1.0,-1.0,0.124797720238897,0.1227898495289988,-1.0,-1.0,0.1544967005461088,-1.0
T10,0.195652022453802,0.1344933735487258,0.1372154458031263,0.1947189674462842,-1.0,0.2012844368286119,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1809393706997847,0.1621379586668027,0.2143241857152928,-1.0,-1.0,0.1351528031121903,-1.0,0.1122313140029363,-1.0,-1.0,0.1358097217037895,0.1351192524694066,-1.0,-1.0,-1.0,-1.0,-1.0
