method,pct_missing,replicate,mask_seed,file,path,success,error_message,n_taxa,n_pairs,n_edges,n_terminal_edges,n_internal_edges,nnls_rnorm,branch_fit_solver,tree_length_ref,tree_length_hat,tree_length_abs_error,tree_length_rel_error,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file,edge_BL_MAE,edge_BL_RMSE,edge_BL_Bias,edge_BL_MaxAE,edge_BL_Pearson,edge_BL_Spearman,edge_BL_rel_RMSE,edge_BL_rel_MAE,terminal_BL_MAE,terminal_BL_RMSE,terminal_BL_Bias,terminal_BL_MaxAE,terminal_BL_Pearson,terminal_BL_Spearman,terminal_BL_rel_RMSE,terminal_BL_rel_MAE,internal_BL_MAE,internal_BL_RMSE,internal_BL_Bias,internal_BL_MaxAE,internal_BL_Pearson,internal_BL_Spearman,internal_BL_rel_RMSE,internal_BL_rel_MAE,fit_pat_MAE,fit_pat_RMSE,fit_pat_Bias,fit_pat_MaxAE,fit_pat_Pearson,fit_pat_Spearman,fit_pat_rel_RMSE,fit_pat_rel_MAE,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Bias,input_vs_ML_pat_MaxAE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,input_vs_ML_pat_rel_RMSE,input_vs_ML_pat_rel_MAE
Hyb-Adam-UM,30,1,55,HybAdamUM_completed_p30_rep01_seed55.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep01_seed55.csv,True,,15,105,27,15,12,0.06216712045422269,scipy.optimize.nnls,1.2142374164,0.7193449868052362,0.49489242959476387,0.40757468260369767,0.3047619047619048,105,32,73,32,missing_p30_rep01_seed55.csv,0.022068460694650203,0.03630326569260636,-0.018329349244250514,0.1355707318675443,0.6931911387086268,0.816570810301313,0.5860189353877439,0.49071823245419427,0.019532138395584518,0.028969340194860166,-0.012801737784865078,0.07734682103833497,0.818496637828726,0.8857142857142855,0.43330176408955584,0.36394878139422393,0.025238863568482314,0.04377565117420879,-0.025238863568482314,0.1355707318675443,0.7367164923979418,0.8969391551148321,0.7929888608085264,0.7400913877926523,0.13579285187721718,0.15352079571741964,-0.13458547572407006,0.22513219996386752,0.948801585712931,0.9355380468588016,0.5514426708688135,0.5283305278597322,0.13657750816192904,0.15367645597016258,-0.13458547572407006,0.22892619222390906,0.9340679807089621,0.8824279494090814,0.5520017984131931,0.531383397457501
Hyb-Adam-UM,30,2,56,HybAdamUM_completed_p30_rep02_seed56.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep02_seed56.csv,True,,15,105,27,15,12,0.059711860709535984,scipy.optimize.nnls,1.2142374164,0.7418861550535627,0.47235126134643735,0.3890106291954629,0.3047619047619048,105,32,73,32,missing_p30_rep02_seed56.csv,0.022871082157950157,0.03849654344919314,-0.017494491160979155,0.14804358690475625,0.5940680982891965,0.7604945898403541,0.6214235269968776,0.5085654666247149,0.020840889086629764,0.029426584377272618,-0.011163025292081952,0.07709532546447301,0.7360795786954755,0.8321428571428571,0.44014088122257755,0.38833516497946635,0.02540882349710066,0.047455862064809264,-0.02540882349710066,0.14804358690475625,0.4246767052310636,0.6619975125797373,0.8596552875410157,0.7450752048769275,0.13574511311241505,0.15356374030831774,-0.13345287617435797,0.2279388225359279,0.9056601715613016,0.8438316400580551,0.5515969267127436,0.5281447901978552,0.1366946122811906,0.1536750551128298,-0.13345287617435803,0.22892619222390906,0.8939555188286223,0.855722579307485,0.5519967665704028,0.5318390155573399
Hyb-Adam-UM,30,3,57,HybAdamUM_completed_p30_rep03_seed57.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep03_seed57.csv,True,,15,105,27,15,12,0.014195981470361052,scipy.optimize.nnls,1.2142374164,0.6694093333508502,0.5448280830491499,0.4486997976593977,0.3047619047619048,105,32,73,32,missing_p30_rep03_seed57.csv,0.021548982170829425,0.032989628249313556,-0.02017881789070925,0.11002655998820435,0.8884119599509915,0.921197484036417,0.5325291390916795,0.47916701524269917,0.02026392274506793,0.0289443740737062,-0.017797627040851617,0.07733859546680055,0.9847603433217267,0.982142857142857,0.4329283394873481,0.37758436070683316,0.023155306453031297,0.03743646683268196,-0.023155306453031297,0.11002655998820435,0.9574131909520973,0.8591762345488786,0.6781555588563146,0.678994236055399,0.13647566103287392,0.15374420883326353,-0.13612333307512872,0.22793603984407784,0.9799722531643593,0.9299087704748081,0.5522451649200745,0.530987139873167,0.13654112813333374,0.15375664313464818,-0.1361233330751287,0.22892619222390906,0.9790288683099426,0.9274310595065312,0.5522898286044561,0.5312418533375742
Hyb-Adam-UM,30,4,58,HybAdamUM_completed_p30_rep04_seed58.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep04_seed58.csv,True,,15,105,27,15,12,0.013312707368725652,scipy.optimize.nnls,1.2142374164,0.6704283731653131,0.5438090432346869,0.44786055501977934,0.3047619047619048,105,32,73,32,missing_p30_rep04_seed58.csv,0.021513301816092078,0.03305409009174429,-0.02014107567535877,0.11093174827884938,0.8836499527732036,0.9169213683943381,0.5335697027862587,0.4783736205038312,0.020110129363221405,0.02889701305785343,-0.017640122309901453,0.07744121145543448,0.9821209462151649,0.9749999999999999,0.43221994876874553,0.37471867786269597,0.023267267382180424,0.03760973619892053,-0.023267267382180424,0.11093174827884938,0.9532699823097639,0.8450913782447986,0.6812943054805451,0.6822773204624167,0.1363347329513116,0.15358203648778257,-0.13598187480083732,0.2278201347417679,0.9797985021490039,0.9387310802405142,0.5516626461094132,0.5304388296588016,0.1364187161240744,0.15359582848757553,-0.13598187480083732,0.22892619222390906,0.9788613372814032,0.9350818992328426,0.5517121866108606,0.5307655837801248
Hyb-Adam-UM,30,5,59,HybAdamUM_completed_p30_rep05_seed59.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep05_seed59.csv,True,,15,105,27,15,12,0.09238358175790777,scipy.optimize.nnls,1.2142374164,0.6716038326644982,0.5426335837355019,0.4468924910453796,0.3047619047619048,105,32,73,32,missing_p30_rep05_seed59.csv,0.021648164370225705,0.034031898782826746,-0.02009754013835192,0.11004582430893406,0.8623978843369098,0.876068376068376,0.5493538036716434,0.4813724483380152,0.02074950828977756,0.029677328470434475,-0.01900917710676741,0.07839832513377808,0.9437031618099891,0.932142857142857,0.443891324179554,0.3866324364310801,0.02277148447078589,0.03879372400005824,-0.021457993927832555,0.11004582430893406,0.9216825447637247,0.6923076923076924,0.702742053542567,0.6677392386687472,0.13566969151636002,0.15384263911699483,-0.13463082588467354,0.22995436578574224,0.9685237758717102,0.9223719676549864,0.5525987239170919,0.5278513466836723,0.13767152002004426,0.15410811347126488,-0.13463082588467357,0.23053171705026937,0.9362790560559023,0.9357350196972838,0.5535523008333769,0.5356398796985945
Hyb-Adam-UM,30,6,60,HybAdamUM_completed_p30_rep06_seed60.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep06_seed60.csv,True,,15,105,27,15,12,0.010979635825621283,scipy.optimize.nnls,1.2142374164,0.6570324683544151,0.557204948045585,0.45889291543790456,0.3047619047619048,105,32,73,32,missing_p30_rep06_seed60.csv,0.020637220297984628,0.033060289493598224,-0.020637220297984628,0.11087162970108186,0.9003317274090512,0.9474969474969475,0.5336697755153968,0.45889291543790456,0.019322094466014055,0.029118718382981797,-0.019322094466014055,0.0776277314491798,0.9773066714366394,0.9964285714285712,0.4355360515118524,0.36003496352860276,0.02228112758794784,0.03740770599511443,-0.02228112758794784,0.11087162970108186,0.9519114533380345,0.8811188811188813,0.6776345609223762,0.6533602669314269,0.13635813639976185,0.15365071174808206,-0.13635813639976185,0.22700507425953081,0.9786275986101124,0.9498652291105121,0.5519093258428343,0.530529885676129,0.13635813639976185,0.15365714851286294,-0.13635813639976185,0.22892619222390906,0.9781221190252769,0.9462056811113414,0.5519324465330699,0.530529885676129
Hyb-Adam-UM,30,7,61,HybAdamUM_completed_p30_rep07_seed61.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep07_seed61.csv,True,,15,105,27,15,12,0.011329087146880967,scipy.optimize.nnls,1.2142374164,0.6877875400054669,0.5264498763945331,0.4335642019296063,0.3047619047619048,105,32,73,32,missing_p30_rep07_seed61.csv,0.022620077159230936,0.03499446315180491,-0.019498143570167888,0.11129045035514223,0.7717290883941711,0.7892487727951264,0.5648918258299542,0.5029840746548381,0.021080269617844285,0.030089583649810278,-0.015460789157530797,0.07751086505920948,0.8346636105227864,0.8892857142857141,0.4500575293908928,0.39279562142619734,0.024544836585964264,0.04029453077172085,-0.024544836585964264,0.11129045035514223,0.8874833607270466,0.6197336773795189,0.7299289261585394,0.7197400993416637,0.1365582519760279,0.15379939247153768,-0.13575546905312597,0.22818241596343378,0.9681752499339231,0.9411154882852996,0.5524433831011095,0.5313084772336374,0.13656029531101313,0.15380587882163357,-0.1357554690531259,0.22892619222390906,0.9676307695360372,0.9338793282189508,0.552466681900496,0.531316427256311
Hyb-Adam-UM,30,8,62,HybAdamUM_completed_p30_rep08_seed62.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep08_seed62.csv,True,,15,105,27,15,12,0.012150672722347171,scipy.optimize.nnls,1.2142374164,0.6826710878953091,0.531566328504691,0.4377779183256364,0.3047619047619048,105,32,73,32,missing_p30_rep08_seed62.csv,0.022756602396175014,0.03486881026439582,-0.01968764179647004,0.11037894874202522,0.7803581703285796,0.797924297924298,0.5628634967002454,0.5060198742008766,0.021341821817111143,0.030114559882610976,-0.015817692737642188,0.07761217943722674,0.8380401364680724,0.907142857142857,0.4504311052355637,0.39766920988160537,0.02452507812000485,0.040025216360043275,-0.02452507812000485,0.11037894874202522,0.900478861092904,0.6573426573426573,0.7250503390264914,0.7191607123002116,0.13687274253978382,0.15392550638394703,-0.13608358124271683,0.22743321183881804,0.9685564242357602,0.9368131868131867,0.5528963809661072,0.5325320686322944,0.13687274253978382,0.15393100945288657,-0.13608358124271683,0.22892619222390906,0.9680171682806448,0.9324486833920796,0.5529161478453746,0.5325320686322944
Hyb-Adam-UM,30,9,63,HybAdamUM_completed_p30_rep09_seed63.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep09_seed63.csv,True,,15,105,27,15,12,0.10029682840387773,scipy.optimize.nnls,1.2142374164,0.7243662618001526,0.4898711545998474,0.403439350479109,0.3047619047619048,105,32,73,32,missing_p30_rep09_seed63.csv,0.02427255332176312,0.03613526476956808,-0.018143376096290638,0.11155940080355237,0.7022185497269079,0.7159439332166317,0.5833070107114164,0.5397288296638296,0.022196551983051475,0.03005260071485444,-0.013359997141206966,0.07813167642982442,0.802002024444578,0.8678571428571429,0.449504366258775,0.4135956791710709,0.02686755499515268,0.04253240585444452,-0.024122599790145232,0.11155940080355237,0.7647847114263295,0.4155032609703593,0.7704676723537387,0.7878502932195875,0.13637565160287288,0.15383549117999812,-0.1328240378784855,0.23277603254769214,0.9583061660755252,0.9268401409910844,0.5525730487149132,0.5305980322418523,0.13820747020409557,0.154162115449318,-0.13282403787848548,0.23119135932674556,0.9136459813276427,0.9287165664524155,0.5537462745218967,0.5377251061279089
Hyb-Adam-UM,30,10,64,HybAdamUM_completed_p30_rep10_seed64.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep10_seed64.csv,True,,15,105,27,15,12,0.015880892313145437,scipy.optimize.nnls,1.2142374164,0.7484511426438863,0.4657862737561137,0.38360395377790935,0.3047619047619048,105,32,73,32,missing_p30_rep10_seed64.csv,0.024177019615077604,0.03885979878222822,-0.017251343472448655,0.14843790814251417,0.5771957352844953,0.7701017862781758,0.6272873108597847,0.5376045251038891,0.022344911813944653,0.030632186945946067,-0.009878694757212555,0.07777863756606165,0.6958540766871392,0.7928571428571427,0.45817338442366146,0.4163601168669266,0.026467154366493783,0.04716752396273428,-0.026467154366493783,0.14843790814251417,0.5008670481703803,0.8933798727532655,0.854432089325592,0.7761091521760078,0.13663128080299272,0.1537804202679901,-0.13386015883668753,0.2278760138765701,0.9119939765056072,0.8425979680696661,0.552375235443669,0.5315926111785831,0.13673919687417854,0.1537945323098746,-0.13386015883668753,0.22892619222390906,0.91089264242704,0.8470350404312668,0.5524259255279136,0.5320124812532296
