,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
T1,0.0,-1.0,0.1544,-1.0,0.1433,0.143,0.1449,0.1369,0.1408,0.1429,-1.0,-1.0,-1.0,-1.0,-1.0
T2,-1.0,0.0,0.0843,0.0806,-1.0,0.1585,0.1584,0.1563,0.1596,0.1559,0.1573,0.16988300000000003,0.1621,0.1586,0.1584
T3,0.1544,0.0843,0.0,0.0807,-1.0,0.1534,-1.0,0.1505,0.1525,0.1544,-1.0,0.166,0.1598,0.1561,-1.0
T4,-1.0,0.0806,0.0807,0.0,0.1566,0.1559,0.1548,-1.0,0.1556,-1.0,0.1548,0.1674,0.1581,0.1548,-1.0
T5,0.1433,-1.0,-1.0,0.1566,0.0,0.1266,0.1289,0.1253,-1.0,0.1296,0.0359,0.0603,0.0491,0.0434,0.0557
T6,0.143,0.1585,0.1534,0.1559,0.1266,0.0,-1.0,0.1137,0.0559,0.1247,0.1233,0.1395,0.1295,0.1254,0.1255
T7,0.1449,0.1584,-1.0,0.1548,0.1289,-1.0,0.0,0.1268,-1.0,-1.0,-1.0,-1.0,0.133,0.1287,0.1274
T8,0.1369,0.1563,0.1505,-1.0,0.1253,0.1137,0.1268,0.0,-1.0,-1.0,0.1221,0.1362,-1.0,0.1257,0.1224
T9,0.1408,0.1596,0.1525,0.1556,-1.0,0.0559,-1.0,-1.0,0.0,-1.0,0.1223,0.1372,0.1263,0.1242,0.1227
T10,0.1429,0.1559,0.1544,-1.0,0.1296,0.1247,-1.0,-1.0,-1.0,0.0,0.1275,0.1424,-1.0,-1.0,-1.0
T11,-1.0,0.1573,-1.0,0.1548,0.0359,0.1233,-1.0,0.1221,0.1223,0.1275,0.0,-1.0,-1.0,0.0414,0.0558
T12,-1.0,0.16988300000000003,0.166,0.1674,0.0603,0.1395,-1.0,0.1362,0.1372,0.1424,-1.0,0.0,-1.0,0.0668,0.0782
T13,-1.0,0.1621,0.1598,0.1581,0.0491,0.1295,0.133,-1.0,0.1263,-1.0,-1.0,-1.0,0.0,-1.0,0.0616
T14,-1.0,0.1586,0.1561,0.1548,0.0434,0.1254,0.1287,0.1257,0.1242,-1.0,0.0414,0.0668,-1.0,0.0,0.0583
T15,-1.0,0.1584,-1.0,-1.0,0.0557,0.1255,0.1274,0.1224,0.1227,-1.0,0.0558,0.0782,0.0616,0.0583,0.0
