,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
T1,0.0,0.1562,0.1544,0.153,-1.0,-1.0,-1.0,0.1369,-1.0,-1.0,-1.0,-1.0,0.1472,-1.0,-1.0
T2,0.1562,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1596,0.1559,0.1573,-1.0,0.1621,0.1586,-1.0
T3,0.1544,-1.0,0.0,-1.0,-1.0,0.1534,-1.0,0.1505,-1.0,0.1544,0.1544,-1.0,-1.0,-1.0,0.1557
T4,0.153,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1532,-1.0,-1.0,-1.0,-1.0,-1.0
T5,-1.0,-1.0,-1.0,-1.0,0.0,0.1266,-1.0,0.1253,0.1256,-1.0,0.0359,0.0603,-1.0,-1.0,0.0557
T6,-1.0,-1.0,0.1534,-1.0,0.1266,0.0,-1.0,-1.0,0.0559,-1.0,-1.0,-1.0,-1.0,0.1254,-1.0
T7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1268,0.1228,-1.0,-1.0,0.1413,0.133,0.1287,-1.0
T8,0.1369,-1.0,0.1505,-1.0,0.1253,-1.0,0.1268,0.0,0.1113,-1.0,0.1221,0.1362,-1.0,-1.0,-1.0
T9,-1.0,0.1596,-1.0,-1.0,0.1256,0.0559,0.1228,0.1113,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
T10,-1.0,0.1559,0.1544,0.1532,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1275,0.1424,-1.0,-1.0,-1.0
T11,-1.0,0.1573,0.1544,-1.0,0.0359,-1.0,-1.0,0.1221,-1.0,0.1275,0.0,-1.0,-1.0,-1.0,0.0558
T12,-1.0,-1.0,-1.0,-1.0,0.0603,-1.0,0.1413,0.1362,-1.0,0.1424,-1.0,0.0,-1.0,-1.0,-1.0
T13,0.1472,0.1621,-1.0,-1.0,-1.0,-1.0,0.133,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0453,-1.0
T14,-1.0,0.1586,-1.0,-1.0,-1.0,0.1254,0.1287,-1.0,-1.0,-1.0,-1.0,-1.0,0.0453,0.0,0.0583
T15,-1.0,-1.0,0.1557,-1.0,0.0557,-1.0,-1.0,-1.0,-1.0,-1.0,0.0558,-1.0,-1.0,0.0583,0.0
