restart,epoch,full_delta,best_delta,objective_for_grad,best_objective_for_grad,best_epoch,learning_rate,optimized_variables,event
0,1,85.98274928746365,85.98274928746365,0.18897307535706295,0.18897307535706295,1,0.01,52,checkpoint
0,500,24.021476020904984,24.021476020904984,0.05279445279319777,0.05279445279319777,500,0.01,52,checkpoint
0,1000,22.706660493428743,22.706660493428743,0.049904748337206026,0.049904748337206026,1000,0.005,52,checkpoint
0,1500,22.801859204861913,22.706660493428743,0.05011397627442179,0.049904748337206026,1000,0.005,52,checkpoint
0,2000,22.690504060772717,22.690504060772717,0.04986923969400597,0.04986923969400597,2000,0.0025,52,checkpoint
0,2500,22.31943191569787,22.31943191569787,0.049053696518017297,0.049053696518017297,2500,0.0025,52,checkpoint
0,3000,22.341701943162096,22.31943191569787,0.04910264163332329,0.049053696518017297,2500,0.0025,52,checkpoint
0,3500,22.34651504296862,22.31943191569787,0.049113219874656305,0.049053696518017297,2500,0.0025,52,checkpoint
0,4000,22.402320268229296,22.31943191569787,0.049235868721383066,0.049053696518017297,2500,0.00125,52,checkpoint
0,4500,22.00326355722481,22.00326355722481,0.04835882100488969,0.04835882100488969,4500,0.00125,52,checkpoint
0,5000,22.001652316031638,22.001652316031638,0.04835527981545415,0.04835527981545415,5000,0.00125,52,checkpoint
