,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
T1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2289943315619272,-1.0,-1.0,-1.0,0.1763883001854261,0.194717958677123,-1.0,-1.0,-1.0,0.1666200454849597,-1.0,0.1617555280979376,0.1608899451734881,-1.0,0.1736851574729372,-1.0,-1.0,-1.0,0.1597141067452557,-1.0,0.1602093490302103,0.1914209577623657,-1.0
T2,-1.0,0.0,-1.0,0.1714468387546422,-1.0,0.1780123081369699,-1.0,-1.0,-1.0,0.1344933735487258,-1.0,-1.0,0.1933855622002328,0.1576672420081427,0.0843605988577485,0.1910520570236508,0.1054613965798836,-1.0,-1.0,0.1462610399995913,-1.0,-1.0,-1.0,-1.0,0.1118471237777646,0.1098392530678665,0.10819091253114,-1.0,-1.0,-1.0
T3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.1636683172801019,-1.0,-1.0,-1.0,-1.0,0.1680843681699686,0.1848238392269463,-1.0,-1.0,-1.0,0.108183468834284,-1.0,0.0969410335088345,-1.0,-1.0,-1.0,-1.0,0.1152596652665479,-1.0,0.0948996121561526,-1.0,-1.0,0.0675039583487564,0.1597871774078491
T4,-1.0,0.1714468387546422,-1.0,0.0,-1.0,0.1917081583033489,-1.0,0.2100284839662433,-1.0,0.1947189674462842,-1.0,-1.0,0.2070814123666118,0.1713630921745217,-1.0,-1.0,0.1656869904774419,-1.0,-1.0,-1.0,0.1700286565596377,-1.0,-1.0,-1.0,-1.0,0.158781051737738,0.1684165064286984,0.1725728027196991,-1.0,-1.0
T5,-1.0,-1.0,-1.0,-1.0,0.0,0.1658543232909023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1232409030273877,-1.0,-1.0,-1.0,0.1531296641620018,0.1472728452389169,0.1482651467749797,-1.0,-1.0,0.1617849635846986,-1.0,-1.0,0.148231596132196,-1.0,0.1558591801132583,-1.0,0.1779305764394078,-1.0
T6,-1.0,0.1780123081369699,-1.0,0.1917081583033489,0.1658543232909023,0.0,-1.0,0.2346267459367371,-1.0,-1.0,-1.0,-1.0,-1.0,0.1646320528598429,-1.0,-1.0,0.1722524598597697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1793286562920336,0.1673543918299639,-1.0,0.1749819758110261,-1.0,0.1970533721371757,-1.0
T7,-1.0,-1.0,0.1636683172801019,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1945681051683513,-1.0,0.1998746253714653,-1.0,-1.0,-1.0,-1.0,0.1607400916647165,-1.0,0.1735353039641656,-1.0,-1.0,-1.0,0.1595642532364841,0.1691997079274446,-1.0,0.1912711042535941,-1.0
T8,0.2289943315619272,-1.0,-1.0,0.2100284839662433,-1.0,0.2346267459367371,-1.0,0.0,0.2273160228491628,0.2376375550796724,-1.0,-1.0,-1.0,0.2142816798079098,-1.0,-1.0,-1.0,-1.0,0.203741060723808,0.1848426852111924,-1.0,0.2305573862305334,-1.0,-1.0,-1.0,-1.0,-1.0,0.2154913903530873,0.2334064903882361,-1.0
T9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2273160228491628,0.0,-1.0,-1.0,-1.0,0.2063361586613651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1019097817724267,-1.0,0.1304560780586326,0.1254881894732798,0.124797720238897,-1.0,0.083996478098491,-1.0,0.1544967005461088,-1.0
T10,-1.0,0.1344933735487258,-1.0,0.1947189674462842,-1.0,-1.0,-1.0,0.2376375550796724,-1.0,0.0,0.1856122032888749,-1.0,-1.0,-1.0,0.1621379586668027,0.2143241857152928,-1.0,0.1341605015761275,-1.0,-1.0,-1.0,-1.0,0.1407776102891422,0.1358097217037895,-1.0,0.1331113817595084,-1.0,-1.0,-1.0,0.1916210290727776
T11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1856122032888749,0.0,0.1605629014468759,0.1846781395121959,0.1489598193201058,0.1899846597153098,0.1807544469008947,0.1565802263200326,0.1507234073969477,0.1517157089330105,-1.0,0.1609218924022283,-1.0,-1.0,0.1636564227522965,-1.0,-1.0,0.1593097422712891,-1.0,-1.0,0.1596414776930987
T12,0.1763883001854261,-1.0,0.1680843681699686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1605629014468759,0.0,0.198984156058218,-1.0,0.204290676261332,-1.0,0.1708862428660548,-1.0,-1.0,-1.0,0.1752279089482505,0.1721657752804092,-1.0,-1.0,-1.0,0.1639803041263507,-1.0,-1.0,-1.0,-1.0
T13,0.194717958677123,0.1933855622002328,0.1848238392269463,0.2070814123666118,0.1232409030273877,-1.0,0.1945681051683513,-1.0,0.2063361586613651,-1.0,0.1846781395121959,0.198984156058218,0.0,0.0508512504317499,-1.0,-1.0,-1.0,0.1817688949999476,-1.0,-1.0,-1.0,-1.0,0.1883860037129622,-1.0,0.1827276458932267,0.1807197751833285,-1.0,0.1269750466743731,-1.0,-1.0
T14,-1.0,0.1576672420081427,-1.0,0.1713630921745217,-1.0,0.1646320528598429,-1.0,0.2142816798079098,-1.0,-1.0,0.1489598193201058,-1.0,0.0508512504317499,0.0,-1.0,0.1776718017465237,-1.0,-1.0,0.1470428763439203,0.1461772934194708,0.1562490598131381,-1.0,-1.0,-1.0,0.1470093257011366,-1.0,-1.0,-1.0,-1.0,-1.0
T15,-1.0,0.0843605988577485,-1.0,-1.0,-1.0,-1.0,0.1998746253714653,-1.0,-1.0,0.1621379586668027,0.1899846597153098,0.204290676261332,-1.0,-1.0,0.0,0.2186966421417277,-1.0,-1.0,-1.0,-1.0,0.1374476477801562,-1.0,-1.0,-1.0,-1.0,0.1374838381859434,-1.0,-1.0,-1.0,0.1959934854992125
