,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
T1,0.0,0.0806895951136096,0.04758605984480034,0.04423182564345675,0.04638915898387466,0.15094726862797736,0.11788412210610044,0.09440160248358818,0.07561057451509537,0.21679292138297185,0.012491483014959125,0.1763883001854261,0.194717958677123,0.11135255503506528,0.052719074607407684,0.12560301177101268,0.1666200454849597,0.08774805747202308,0.15135166810479211,0.07131858583574818,0.0899437022284569,0.11980800073208037,0.025222804700530725,0.0035408507170302363,0.057941283326776005,0.04915079232574023,0.09774996744145782,0.1602093490302103,0.1914209577623657,0.1640572898369247
T2,0.0806895951136096,0.0,0.11372129277311956,0.1714468387546422,0.06721432954355527,0.13088089561719485,0.023321154442733097,0.1001763160952926,0.07704461260164994,0.1344933735487258,0.0717098203962308,0.08935810762352397,0.1933855622002328,0.06150334311296177,0.08852482032398556,0.18305293674373574,0.1054613965798836,0.02217952925794025,0.0739629636946991,0.1462610399995913,0.11677550336843986,0.04388787290904799,0.0946324835103263,0.04826365548811781,0.1118471237777646,0.1098392530678665,0.11207267879410418,0.07431002552590821,0.16893362633778858,0.08720229584071368
T3,0.04758605984480034,0.11372129277311956,0.0,0.025853739570087138,0.11405088062731814,0.08550042728205196,0.1636683172801019,0.13474814535258084,0.0882029485758589,0.1670626109903204,0.04107845982679582,0.1680843681699686,0.1848238392269463,0.12842058178879479,0.03793950848033765,0.1154791730716053,0.10584283672442571,0.07463267844925886,0.11517365462542098,0.022231004996869634,0.06221347362815395,0.1428427325373643,0.016962204422245337,0.01711287148522521,0.02045784448076693,0.03174647642061046,0.06580458812275453,0.09085751329775912,0.08671971550548041,0.1597871774078491
T4,0.04423182564345675,0.1714468387546422,0.025853739570087138,0.0,0.09492050444774808,0.10304497488505811,0.18461699140835708,0.12276805608747782,0.10657991041161674,0.1947189674462842,0.03990075890497997,0.17171159409003012,0.14582248614677673,0.14507644476436385,0.07012578141440197,0.0749998023146094,0.12591993768445758,0.13338077335555582,0.14810838442148097,0.014821020701365421,0.07892304224600563,0.16568315971106384,0.02176921361176829,0.02010707683903326,0.027767020567921685,0.03739234665223448,0.09382275459453684,0.1276419921967431,0.11879645069854718,0.15914171687106735
T5,0.04638915898387466,0.06721432954355527,0.11405088062731814,0.09492050444774808,0.0,0.1658543232909023,0.0631787669360736,0.09639108922260058,0.055530848636228425,0.1645904710209279,0.029036188152905155,0.08443971411516735,0.16359977691663835,0.09406638984109592,0.13639380451147765,0.07196286998118281,0.1531296641620018,0.09678306558135097,0.1482651467749797,0.10481224610632872,0.1501171246492407,0.09749847474914106,0.08883571394670473,0.03227878355413771,0.08345942942572956,0.09820940901856107,0.1558591801132583,0.12308217588978296,0.2116871406033162,0.07956261345481525
T6,0.15094726862797736,0.13088089561719485,0.08550042728205196,0.10304497488505811,0.1658543232909023,0.0,0.10915508157401022,0.07953165953346447,0.18720219678638064,0.08358227833680043,0.12903373787457356,0.0889934698598932,0.15918842927123794,0.1646320528598429,0.12178489896720686,0.11702991716507816,0.04588725878818223,0.10623899912868315,0.04552985304761584,0.053114349094790035,0.046434821674295,0.1324522407886532,0.09969267520760215,0.07490968697482203,0.052124204834599674,0.13385359830709914,0.1749819758110261,0.03495590588583441,0.08934012543003861,0.0800229047591315
T7,0.11788412210610044,0.023321154442733097,0.1636683172801019,0.18461699140835708,0.0631787669360736,0.10915508157401022,0.0,0.08165753383274063,0.10601164311302123,0.10249524582810193,0.09613606593108692,0.048266238199892,0.1945681051683513,0.0830110754237233,0.14548463114696264,0.15430432771598152,0.09633113338396343,0.05016089931261094,0.06664631002567448,0.1607400916647165,0.12967485684439495,0.05272561368672374,0.13607396184930082,0.06987255086718466,0.11888032878950669,0.1595642532364841,0.1681844336337525,0.06168208304345291,0.1912711042535941,0.046520434045182316
T8,0.09440160248358818,0.1001763160952926,0.13474814535258084,0.12276805608747782,0.09639108922260058,0.07953165953346447,0.08165753383274063,0.0,0.2273160228491628,0.15546941742208803,0.10954569332412398,0.13131519067549347,0.17123567843312998,0.1453993851774229,0.1136803187497748,0.1698850703734145,0.1117164567132671,0.13288591875813435,0.0777534647125513,0.1166002694384418,0.046968385137919115,0.1015164498621539,0.09564376089865041,0.058199588190876214,0.10877253023810213,0.15490860864350708,0.20344964479738087,0.11891980201437616,0.2334064903882361,0.11888969066621254
T9,0.07561057451509537,0.07704461260164994,0.0882029485758589,0.10657991041161674,0.055530848636228425,0.18720219678638064,0.10601164311302123,0.2273160228491628,0.0,0.15680776331860935,0.038647327529036504,0.10396864438606046,0.17828826365013023,0.07333333576719689,0.12364441311766412,0.0999185020332399,0.14039322150610922,0.062025330242064323,0.1594316553301821,0.10267197956405802,0.20169546347424697,0.10621072724071812,0.08385266542281197,0.042554014611501385,0.08228804644681256,0.059724042286923545,0.07801737563301234,0.1041282411329777,0.1544967005461088,0.10175339537308117
T10,0.21679292138297185,0.1344933735487258,0.1670626109903204,0.1947189674462842,0.1645904710209279,0.08358227833680043,0.10249524582810193,0.15546941742208803,0.15680776331860935,0.0,0.1856122032888749,0.04196675996682584,0.05829018082195292,0.06238600147982404,0.1621379586668027,0.15076648796295672,0.010773444920879543,0.10310341414202416,0.032824030310044494,0.13022801040672577,0.1482136600318997,0.05442462716943404,0.14576524961690113,0.1358097217037895,0.14416546808906505,0.1331113817595084,0.11704986334734203,0.033701897209504714,0.05806187803355469,0.03749192406078762
T11,0.012491483014959125,0.0717098203962308,0.04107845982679582,0.03990075890497997,0.029036188152905155,0.12903373787457356,0.09613606593108692,0.10954569332412398,0.038647327529036504,0.1856122032888749,0.0,0.12587706410054006,0.1846781395121959,0.10704290033609234,0.07481877240043122,0.07303459821990352,0.1565802263200326,0.07251565289033665,0.1517157089330105,0.05331167643651433,0.10546604504625749,0.12107946645418782,0.03751114476230104,0.005082272308500822,0.034793954225036054,0.048857153273945395,0.09513241327916858,0.11357619980806694,0.16095115810512928,0.11962148676000378
T12,0.1763883001854261,0.08935810762352397,0.1680843681699686,0.17171159409003012,0.08443971411516735,0.0889934698598932,0.048266238199892,0.13131519067549347,0.10396864438606046,0.04196675996682584,0.12587706410054006,0.0,0.11509214513897117,0.08546757614278536,0.204290676261332,0.08030133960397189,0.057680270956403115,0.09362631021353847,0.06916524459088486,0.1239631310008176,0.1752279089482505,0.07462799386187788,0.15965592391434658,0.0996943607945435,0.11169411039990954,0.1639803041263507,0.16415742789075055,0.03734547013960056,0.12451944472020685,0.0021368790725820033
T13,0.194717958677123,0.1933855622002328,0.1848238392269463,0.14582248614677673,0.16359977691663835,0.15918842927123794,0.1945681051683513,0.17123567843312998,0.17828826365013023,0.05829018082195292,0.1846781395121959,0.11509214513897117,0.0,0.0508512504317499,0.14994811214286669,0.1620406789939446,0.05167462490592507,0.1817688949999476,0.09236542373213963,0.13393755691361825,0.172977337471098,0.07103948398383358,0.11513678117278406,0.12056154284600953,0.1827276458932267,0.09710393205644735,0.09671940988667921,0.1269750466743731,0.09266532885969281,0.10400036180694991
T14,0.11135255503506528,0.06150334311296177,0.12842058178879479,0.14507644476436385,0.09406638984109592,0.1646320528598429,0.0830110754237233,0.1453993851774229,0.07333333576719689,0.06238600147982404,0.10704290033609234,0.08546757614278536,0.0508512504317499,0.0,0.08221813191485308,0.1776718017465237,0.05959769132987186,0.05804886501839576,0.06718054388482474,0.1461772934194708,0.1562490598131381,0.011254264144577888,0.08263304338923914,0.07378313160577843,0.1470093257011366,0.06321700661934417,0.041724390652851676,0.08501934487531926,0.09224889273819126,0.0820187565468757
T15,0.052719074607407684,0.08852482032398556,0.03793950848033765,0.07012578141440197,0.13639380451147765,0.12178489896720686,0.14548463114696264,0.1136803187497748,0.12364441311766412,0.1621379586668027,0.07481877240043122,0.204290676261332,0.14994811214286669,0.08221813191485308,0.0,0.2186966421417277,0.09706212074468248,0.06320637972928421,0.08726607324250832,0.07967910781015188,0.052104938364230094,0.08517864015820266,0.013356304698318923,0.029254313968298085,0.08303018871722614,0.03399384338334471,0.04330768806647034,0.11428206530412964,0.10360081045363259,0.1959934854992125
T16,0.12560301177101268,0.18305293674373574,0.1154791730716053,0.0749998023146094,0.07196286998118281,0.11702991716507816,0.15430432771598152,0.1698850703734145,0.0999185020332399,0.15076648796295672,0.07303459821990352,0.08030133960397189,0.1620406789939446,0.1776718017465237,0.2186966421417277,0.0,0.13516694583167654,0.1794353898233656,0.1804276913594284,0.052870803431892946,0.1896338748286462,0.1923573207344281,0.12156352941330961,0.0668147888991043,0.05405521746679512,0.11914422036849018,0.1880217246977069,0.10746137411331516,0.16390018471196247,0.07230290395149062
T17,0.1666200454849597,0.1054613965798836,0.10584283672442571,0.12591993768445758,0.1531296641620018,0.04588725878818223,0.09633113338396343,0.1117164567132671,0.14039322150610922,0.010773444920879543,0.1565802263200326,0.057680270956403115,0.05167462490592507,0.05959769132987186,0.09706212074468248,0.13516694583167654,0.0,0.0770562412848887,0.015188624226919526,0.08472765841853383,0.08251602790678561,0.05049121323496164,0.09380325190962426,0.09099592281117752,0.09941345169474322,0.09256127710468079,0.0797924947850185,0.023958153256846637,0.027660541397684056,0.052386964653169235
T18,0.08774805747202308,0.02217952925794025,0.07463267844925886,0.13338077335555582,0.09678306558135097,0.10623899912868315,0.05016089931261094,0.13288591875813435,0.062025330242064323,0.10310341414202416,0.07251565289033665,0.09362631021353847,0.1817688949999476,0.05804886501839576,0.06320637972928421,0.1794353898233656,0.0770562412848887,0.0,0.06150811007114775,0.11030418854783422,0.109470190689481,0.052765263514550687,0.0760247895966226,0.04637446231793503,0.08313527959575825,0.07750362217175849,0.0692456410029149,0.04830944605372202,0.1000654120840988,0.09186222902773045
T19,0.15135166810479211,0.0739629636946991,0.11517365462542098,0.14810838442148097,0.1482651467749797,0.04552985304761584,0.06664631002567448,0.0777534647125513,0.1594316553301821,0.032824030310044494,0.1517157089330105,0.06916524459088486,0.09236542373213963,0.06718054388482474,0.08726607324250832,0.1804276913594284,0.015188624226919526,0.06150811007114775,0.0,0.10851228345729239,0.06237665671859764,0.04034778383778097,0.1005031979948504,0.0855922880254495,0.10952310553426096,0.11485959349316843,0.1088503420946045,0.02953194040264569,0.06831202292433033,0.06364421835623732
T20,0.07131858583574818,0.1462610399995913,0.022231004996869634,0.014821020701365421,0.10481224610632872,0.053114349094790035,0.1607400916647165,0.1166002694384418,0.10267197956405802,0.13022801040672577,0.05331167643651433,0.1239631310008176,0.13393755691361825,0.1461772934194708,0.07967910781015188,0.052870803431892946,0.08472765841853383,0.11030418854783422,0.10851228345729239,0.0,0.06467088145953137,0.1624529998420943,0.03685659615770407,0.030815383373332512,0.011210525623505385,0.049384942466684595,0.09450314739984865,0.07621270590148456,0.07374479262368162,0.11430014578519485
T21,0.0899437022284569,0.11677550336843986,0.06221347362815395,0.07892304224600563,0.1501171246492407,0.046434821674295,0.12967485684439495,0.046968385137919115,0.20169546347424697,0.1482136600318997,0.10546604504625749,0.1752279089482505,0.172977337471098,0.1562490598131381,0.052104938364230094,0.1896338748286462,0.08251602790678561,0.109470190689481,0.06237665671859764,0.06467088145953137,0.0,0.12074358339582056,0.04974985818307656,0.04585452327209035,0.06627836903318338,0.1084210708728619,0.1360529886307688,0.09160908878082023,0.13027829002671026,0.15568646007488918
T22,0.11980800073208037,0.04388787290904799,0.1428427325373643,0.16568315971106384,0.09749847474914106,0.1324522407886532,0.05272561368672374,0.1015164498621539,0.10621072724071812,0.05442462716943404,0.12107946645418782,0.07462799386187788,0.07103948398383358,0.011254264144577888,0.08517864015820266,0.1923573207344281,0.05049121323496164,0.052765263514550687,0.04034778383778097,0.1624529998420943,0.12074358339582056,0.0,0.09567749179991991,0.07848210628803767,0.1632850321237601,0.0937407744316072,0.07319225919548861,0.07278432412527332,0.11093546568435222,0.0710014416717677
T23,0.025222804700530725,0.0946324835103263,0.016962204422245337,0.02176921361176829,0.08883571394670473,0.09969267520760215,0.13607396184930082,0.09564376089865041,0.08385266542281197,0.14576524961690113,0.03751114476230104,0.15965592391434658,0.11513678117278406,0.08263304338923914,0.013356304698318923,0.12156352941330961,0.09380325190962426,0.0760247895966226,0.1005031979948504,0.03685659615770407,0.04974985818307656,0.09567749179991991,0.0,0.012967297718489194,0.04436916399930572,0.015285036489067427,0.04002782953362904,0.10461624429653482,0.0881468019468239,0.1633493418938651
T24,0.0035408507170302363,0.04826365548811781,0.01711287148522521,0.02010707683903326,0.03227878355413771,0.07490968697482203,0.06987255086718466,0.058199588190876214,0.042554014611501385,0.1358097217037895,0.005082272308500822,0.0996943607945435,0.12056154284600953,0.07378313160577843,0.029254313968298085,0.0668147888991043,0.09099592281117752,0.04637446231793503,0.0855922880254495,0.030815383373332512,0.04585452327209035,0.07848210628803767,0.012967297718489194,0.0,0.021301857983716806,0.027805134373517823,0.057294561489204,0.07635760363635402,0.10056487659739326,0.09422289017807733
T25,0.057941283326776005,0.1118471237777646,0.02045784448076693,0.027767020567921685,0.08345942942572956,0.052124204834599674,0.11888032878950669,0.10877253023810213,0.08228804644681256,0.14416546808906505,0.034793954225036054,0.11169411039990954,0.1827276458932267,0.1470093257011366,0.08303018871722614,0.05405521746679512,0.09941345169474322,0.08313527959575825,0.10952310553426096,0.011210525623505385,0.06627836903318338,0.1632850321237601,0.04436916399930572,0.021301857983716806,0.0,0.06222342323011697,0.1088167914518208,0.06665150487268748,0.0981700899578471,0.10428049419669692
