,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
T1,0.0,0.1562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1417,-1.0,-1.0,-1.0,-1.0
T2,0.1562,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1621,0.1586,-1.0
T3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.1505,-1.0,-1.0,-1.0,0.166,-1.0,-1.0,-1.0
T4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1548,-1.0,-1.0,-1.0,-1.0
T5,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0359,-1.0,-1.0,-1.0,0.0557
T6,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1254,-1.0
T7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
T8,-1.0,-1.0,0.1505,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.1278,-1.0,-1.0
T9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1224,0.1223,-1.0,-1.0,-1.0,-1.0
T10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1224,0.0,-1.0,0.1424,-1.0,-1.0,-1.0
T11,0.1417,-1.0,-1.0,0.1548,0.0359,-1.0,-1.0,-1.0,0.1223,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
T12,-1.0,-1.0,0.166,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1424,-1.0,0.0,0.0655,0.0668,-1.0
T13,-1.0,0.1621,-1.0,-1.0,-1.0,-1.0,-1.0,0.1278,-1.0,-1.0,-1.0,0.0655,0.0,-1.0,-1.0
T14,-1.0,0.1586,-1.0,-1.0,-1.0,0.1254,-1.0,-1.0,-1.0,-1.0,-1.0,0.0668,-1.0,0.0,-1.0
T15,-1.0,-1.0,-1.0,-1.0,0.0557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
